DXCode,Description,"2020 CMS-HCC
Model
Category
(V24) ",V24 HCC Description,V28ID,V28HCCDescription,"2020 CMS-HCC Model
Category
(V24) for 2024
Payment Year","2024 Proposed CMS-HCC Model
Category
(V28) for 2024
Payment Year",Same HCC Description  
S14129A,"Central cord syndrome at unspecified level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14129D,"Central cord syndrome at unspecified level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14129S,"Central cord syndrome at unspecified level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14131A,"Anterior cord syndrome at C1 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14131D,"Anterior cord syndrome at C1 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14131S,"Anterior cord syndrome at C1 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14132A,"Anterior cord syndrome at C2 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14132D,"Anterior cord syndrome at C2 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14132S,"Anterior cord syndrome at C2 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14133A,"Anterior cord syndrome at C3 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14133D,"Anterior cord syndrome at C3 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14133S,"Anterior cord syndrome at C3 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14134A,"Anterior cord syndrome at C4 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14134D,"Anterior cord syndrome at C4 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14134S,"Anterior cord syndrome at C4 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14135A,"Anterior cord syndrome at C5 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14135D,"Anterior cord syndrome at C5 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14135S,"Anterior cord syndrome at C5 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14136A,"Anterior cord syndrome at C6 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14136D,"Anterior cord syndrome at C6 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14136S,"Anterior cord syndrome at C6 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14137A,"Anterior cord syndrome at C7 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14137D,"Anterior cord syndrome at C7 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14137S,"Anterior cord syndrome at C7 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14138A,"Anterior cord syndrome at C8 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14138D,"Anterior cord syndrome at C8 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14138S,"Anterior cord syndrome at C8 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14139A,"Anterior cord syndrome at unspecified level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14139D,"Anterior cord syndrome at unspecified level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14139S,"Anterior cord syndrome at unspecified level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14141A,"Brown-Sequard syndrome at C1 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14141D,"Brown-Sequard syndrome at C1 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14141S,"Brown-Sequard syndrome at C1 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14142A,"Brown-Sequard syndrome at C2 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14142D,"Brown-Sequard syndrome at C2 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14142S,"Brown-Sequard syndrome at C2 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14143A,"Brown-Sequard syndrome at C3 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14143D,"Brown-Sequard syndrome at C3 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14143S,"Brown-Sequard syndrome at C3 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14144A,"Brown-Sequard syndrome at C4 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14144D,"Brown-Sequard syndrome at C4 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14144S,"Brown-Sequard syndrome at C4 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14145A,"Brown-Sequard syndrome at C5 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14145D,"Brown-Sequard syndrome at C5 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14145S,"Brown-Sequard syndrome at C5 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14146A,"Brown-Sequard syndrome at C6 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14146D,"Brown-Sequard syndrome at C6 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14146S,"Brown-Sequard syndrome at C6 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14147A,"Brown-Sequard syndrome at C7 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14147D,"Brown-Sequard syndrome at C7 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14147S,"Brown-Sequard syndrome at C7 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14148A,"Brown-Sequard syndrome at C8 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14148D,"Brown-Sequard syndrome at C8 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14148S,"Brown-Sequard syndrome at C8 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14149A,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14149D,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14149S,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14151A,"Other incomplete lesion at C1 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14151D,"Other incomplete lesion at C1 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14151S,"Other incomplete lesion at C1 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14152A,"Other incomplete lesion at C2 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14152D,"Other incomplete lesion at C2 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14152S,"Other incomplete lesion at C2 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14153A,"Other incomplete lesion at C3 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14153D,"Other incomplete lesion at C3 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14153S,"Other incomplete lesion at C3 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14154A,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14154D,"Other incomplete lesion at C4 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14154S,"Other incomplete lesion at C4 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14155A,"Other incomplete lesion at C5 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14155D,"Other incomplete lesion at C5 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14155S,"Other incomplete lesion at C5 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14156A,"Other incomplete lesion at C6 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14156D,"Other incomplete lesion at C6 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14156S,"Other incomplete lesion at C6 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14157A,"Other incomplete lesion at C7 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14157D,"Other incomplete lesion at C7 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14157S,"Other incomplete lesion at C7 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14158A,"Other incomplete lesion at C8 level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14158D,"Other incomplete lesion at C8 level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14158S,"Other incomplete lesion at C8 level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S14159A,"Other incomplete lesion at unspecified level of cervical spinal cord, initial encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14159D,"Other incomplete lesion at unspecified level of cervical spinal cord, subsequent encounter",72,Spinal Cord Disorders/Injuries,182,Spinal Cord Disorders/Injuries,Yes,Yes,SAME
S14159S,"Other incomplete lesion at unspecified level of cervical spinal cord, sequela",72,Spinal Cord Disorders/Injuries,,,Yes,No,NO
S22000A,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22000B,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22001A,"Stable burst fracture of unspecified thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22001B,"Stable burst fracture of unspecified thoracic vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22002A,"Unstable burst fracture of unspecified thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22002B,"Unstable burst fracture of unspecified thoracic vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22008A,"Other fracture of unspecified thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22008B,"Other fracture of unspecified thoracic vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22009A,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22009B,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22010A,"Wedge compression fracture of first thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22010B,"Wedge compression fracture of first thoracic vertebra, initial encounter for open fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
S22011A,"Stable burst fracture of first thoracic vertebra, initial encounter for closed fracture",169,Vertebral Fractures without Spinal Cord Injury,401,Vertebral Fractures without Spinal Cord Injury,Yes,Yes,SAME
